year,month,nino34,soi,phase_soi,phase_nino34,phase_either,phase_both
1901,1,0.82,-0.1,neutral,elnino,elnino,elnino
1901,2,0.29,3,neutral,neutral,neutral,neutral
1901,3,0.05,9.4,lanina,neutral,lanina,lanina
1901,4,-0.13,4.5,neutral,neutral,neutral,neutral
1901,5,-0.19,-0.3,neutral,neutral,neutral,neutral
1901,6,-0.26,19.6,lanina,neutral,lanina,lanina
1901,7,-0.3,14.6,lanina,neutral,lanina,lanina
1901,8,-0.38,9.8,lanina,neutral,lanina,lanina
1901,9,-0.3,-16,elnino,neutral,elnino,elnino
1901,10,-0.31,-22.1,elnino,neutral,elnino,elnino
1901,11,-0.39,-8.6,elnino,neutral,elnino,elnino
1901,12,-0.35,-1.9,neutral,neutral,neutral,neutral
1902,1,-0.5,17,lanina,lanina,lanina,lanina
1902,2,-0.26,-2.2,neutral,neutral,neutral,neutral
1902,3,-0.27,11.6,lanina,neutral,lanina,lanina
1902,4,0.2,7.8,lanina,neutral,lanina,lanina
1902,5,0.47,7.6,lanina,neutral,lanina,lanina
1902,6,0.77,2.6,neutral,elnino,elnino,elnino
1902,7,1.44,1.6,neutral,elnino,elnino,elnino
1902,8,1.21,-8.9,elnino,elnino,elnino,elnino
1902,9,1.44,-17.8,elnino,elnino,elnino,elnino
1902,10,1.4,-7.4,elnino,elnino,elnino,elnino
1902,11,1.54,-3.4,neutral,elnino,elnino,elnino
1902,12,1.39,-3,neutral,elnino,elnino,elnino
1903,1,1.33,-9.2,elnino,elnino,elnino,elnino
1903,2,0.93,-10.2,elnino,elnino,elnino,elnino
1903,3,0.79,17.6,lanina,elnino,disagree,disagree
1903,4,0.36,17.7,lanina,neutral,lanina,lanina
1903,5,-0.1,7.6,lanina,neutral,lanina,lanina
1903,6,0.29,-0.6,neutral,neutral,neutral,neutral
1903,7,-0.49,6.1,neutral,neutral,neutral,neutral
1903,8,-0.32,0.1,neutral,neutral,neutral,neutral
1903,9,-0.6,8.7,lanina,lanina,lanina,lanina
1903,10,-0.42,4.2,neutral,neutral,neutral,neutral
1903,11,-0.76,1.3,neutral,lanina,lanina,lanina
1903,12,-1.02,15.9,lanina,lanina,lanina,lanina
1904,1,-0.73,14.1,lanina,lanina,lanina,lanina
1904,2,-0.79,16.2,lanina,lanina,lanina,lanina
1904,3,-0.85,9.4,lanina,lanina,lanina,lanina
1904,4,-0.72,31.7,lanina,lanina,lanina,lanina
1904,5,-0.4,9.2,lanina,neutral,lanina,lanina
1904,6,0.14,-7.1,elnino,neutral,elnino,elnino
1904,7,0.75,-8.9,elnino,elnino,elnino,elnino
1904,8,0.54,0.8,neutral,elnino,elnino,elnino
1904,9,0.01,0.2,neutral,neutral,neutral,neutral
1904,10,0.91,1.2,neutral,elnino,elnino,elnino
1904,11,0.15,-17.2,elnino,neutral,elnino,elnino
1904,12,0.86,2.6,neutral,elnino,elnino,elnino
1905,1,0.68,-9.2,elnino,elnino,elnino,elnino
1905,2,0.72,-16.8,elnino,elnino,elnino,elnino
1905,3,0.92,-30.2,elnino,elnino,elnino,elnino
1905,4,0.29,-42.6,elnino,neutral,elnino,elnino
1905,5,1.08,-37.4,elnino,elnino,elnino,elnino
1905,6,0.59,-31.4,elnino,elnino,elnino,elnino
1905,7,0.82,-21.3,elnino,elnino,elnino,elnino
1905,8,1.04,-7.6,elnino,elnino,elnino,elnino
1905,9,1.42,-7,elnino,elnino,elnino,elnino
1905,10,1.12,-5.6,neutral,elnino,elnino,elnino
1905,11,0.83,-17.9,elnino,elnino,elnino,elnino
1905,12,1.17,-13.1,elnino,elnino,elnino,elnino
1906,1,0.89,-3.5,neutral,elnino,elnino,elnino
1906,2,0.67,-7.4,elnino,elnino,elnino,elnino
1906,3,0.8,-5.2,neutral,elnino,elnino,elnino
1906,4,0.45,-8.8,elnino,neutral,elnino,elnino
1906,5,0.02,1.3,neutral,neutral,neutral,neutral
1906,6,0.15,-3.9,neutral,neutral,neutral,neutral
1906,7,-0.49,6.8,neutral,neutral,neutral,neutral
1906,8,-0.37,15.5,lanina,neutral,lanina,lanina
1906,9,-0.81,18.3,lanina,lanina,lanina,lanina
1906,10,-0.87,9.1,lanina,lanina,lanina,lanina
1906,11,-0.33,21.7,lanina,neutral,lanina,lanina
1906,12,-0.51,4.7,neutral,lanina,lanina,lanina
1907,1,-0.57,5.1,neutral,lanina,lanina,lanina
1907,2,-0.41,1.6,neutral,neutral,neutral,neutral
1907,3,-0.43,-0.3,neutral,neutral,neutral,neutral
1907,4,-0.56,4.5,neutral,lanina,lanina,lanina
1907,5,-0.47,10,lanina,neutral,lanina,lanina
1907,6,-0.41,8.3,lanina,neutral,lanina,lanina
1907,7,-0.55,-4.3,neutral,lanina,lanina,lanina
1907,8,-0.65,-8.2,elnino,lanina,disagree,disagree
1907,9,0.13,0.2,neutral,neutral,neutral,neutral
1907,10,-0.25,0.6,neutral,neutral,neutral,neutral
1907,11,-0.25,-2,neutral,neutral,neutral,neutral
1907,12,-0.09,8.8,lanina,neutral,lanina,lanina
1908,1,-0.27,-10.6,elnino,neutral,elnino,elnino
1908,2,0.07,7.7,lanina,neutral,lanina,lanina
1908,3,-0.63,0.2,neutral,lanina,lanina,lanina
1908,4,-0.55,16.8,lanina,lanina,lanina,lanina
1908,5,-0.45,-1.1,neutral,neutral,neutral,neutral
1908,6,-0.22,-2.3,neutral,neutral,neutral,neutral
1908,7,-0.63,2.2,neutral,lanina,lanina,lanina
1908,8,-0.4,5.3,neutral,neutral,neutral,neutral
1908,9,-0.52,17.7,lanina,lanina,lanina,lanina
1908,10,-0.5,7.9,lanina,lanina,lanina,lanina
1908,11,-0.88,2.6,neutral,lanina,lanina,lanina
1908,12,-1.15,-5.5,neutral,lanina,lanina,lanina
1909,1,-0.29,-2.5,neutral,neutral,neutral,neutral
1909,2,-0.88,-3.2,neutral,lanina,lanina,lanina
1909,3,-0.54,-0.3,neutral,lanina,lanina,lanina
1909,4,-0.68,-14.5,elnino,lanina,disagree,disagree
1909,5,-0.36,2.1,neutral,neutral,neutral,neutral
1909,6,-1.1,22.8,lanina,lanina,lanina,lanina
1909,7,-1,10.7,lanina,lanina,lanina,lanina
1909,8,-0.97,9.8,lanina,lanina,lanina,lanina
1909,9,-0.85,0.8,neutral,lanina,lanina,lanina
1909,10,-1.24,4.2,neutral,lanina,lanina,lanina
1909,11,-1.5,9.2,lanina,lanina,lanina,lanina
1909,12,-1.08,4.7,neutral,lanina,lanina,lanina
1910,1,-0.93,5.6,neutral,lanina,lanina,lanina
1910,2,-0.64,15.2,lanina,lanina,lanina,lanina
1910,3,-0.79,12.7,lanina,lanina,lanina,lanina
1910,4,-1.17,5.3,neutral,lanina,lanina,lanina
1910,5,-1.41,0.5,neutral,lanina,lanina,lanina
1910,6,-1.04,22,lanina,lanina,lanina,lanina
1910,7,-0.88,20.5,lanina,lanina,lanina,lanina
1910,8,-0.9,9.8,lanina,lanina,lanina,lanina
1910,9,-1.29,15.3,lanina,lanina,lanina,lanina
1910,10,-0.94,10.3,lanina,lanina,lanina,lanina
1910,11,-0.53,19.7,lanina,lanina,lanina,lanina
1910,12,-0.64,15.9,lanina,lanina,lanina,lanina
1911,1,-0.57,3.2,neutral,lanina,lanina,lanina
1911,2,-0.58,1.6,neutral,lanina,lanina,lanina
1911,3,-0.82,3.5,neutral,lanina,lanina,lanina
1911,4,-1.11,2,neutral,lanina,lanina,lanina
1911,5,-1.05,-8.2,elnino,lanina,disagree,disagree
1911,6,-0.64,-12,elnino,lanina,disagree,disagree
1911,7,-0.22,-12.8,elnino,neutral,elnino,elnino
1911,8,-0.28,-12.1,elnino,neutral,elnino,elnino
1911,9,0.22,-8.8,elnino,neutral,elnino,elnino
1911,10,0.2,-11.7,elnino,neutral,elnino,elnino
1911,11,0.84,-7.3,elnino,elnino,elnino,elnino
1911,12,0.96,-1.4,neutral,elnino,elnino,elnino
1912,1,1.55,-9.7,elnino,elnino,elnino,elnino
1912,2,0.83,-17.3,elnino,elnino,elnino,elnino
1912,3,0.69,-9,elnino,elnino,elnino,elnino
1912,4,0.58,-21.1,elnino,elnino,elnino,elnino
1912,5,0,-13,elnino,neutral,elnino,elnino
1912,6,-0.24,-6.3,neutral,neutral,neutral,neutral
1912,7,-0.1,-0.4,neutral,neutral,neutral,neutral
1912,8,-0.4,-7.6,elnino,neutral,elnino,elnino
1912,9,0.09,-4,neutral,neutral,neutral,neutral
1912,10,-0.13,-8,elnino,neutral,elnino,elnino
1912,11,0.16,2.6,neutral,neutral,neutral,neutral
1912,12,-0.49,-8,elnino,neutral,elnino,elnino
1913,1,-0.2,-3.5,neutral,neutral,neutral,neutral
1913,2,0.18,-5,neutral,neutral,neutral,neutral
1913,3,0.16,1.3,neutral,neutral,neutral,neutral
1913,4,-0.77,-6.3,neutral,lanina,lanina,lanina
1913,5,-0.28,-8.2,elnino,neutral,elnino,elnino
1913,6,-0.16,-3.9,neutral,neutral,neutral,neutral
1913,7,-0.15,-1.7,neutral,neutral,neutral,neutral
1913,8,-0.09,-7.6,elnino,neutral,elnino,elnino
1913,9,0.05,-9.4,elnino,neutral,elnino,elnino
1913,10,0.03,-9.2,elnino,neutral,elnino,elnino
1913,11,0.8,-11.9,elnino,elnino,elnino,elnino
1913,12,0.85,-7,elnino,elnino,elnino,elnino
1914,1,0.7,-5.4,neutral,elnino,elnino,elnino
1914,2,0.8,2,neutral,elnino,elnino,elnino
1914,3,0.32,9.4,lanina,neutral,lanina,lanina
1914,4,0.69,-14.5,elnino,elnino,elnino,elnino
1914,5,0.01,-0.3,neutral,neutral,neutral,neutral
1914,6,0.08,-16.8,elnino,neutral,elnino,elnino
1914,7,0.53,-18,elnino,elnino,elnino,elnino
1914,8,0.92,-17.2,elnino,elnino,elnino,elnino
1914,9,0.68,-12.4,elnino,elnino,elnino,elnino
1914,10,0.26,-8.6,elnino,neutral,elnino,elnino
1914,11,0.3,-11.9,elnino,neutral,elnino,elnino
1914,12,0.68,-1.4,neutral,elnino,elnino,elnino
1915,1,0.88,-21.6,elnino,elnino,elnino,elnino
1915,2,0.65,-2.2,neutral,elnino,elnino,elnino
1915,3,0.49,-20.4,elnino,neutral,elnino,elnino
1915,4,0.47,-17.8,elnino,neutral,elnino,elnino
1915,5,0.52,-12.2,elnino,elnino,elnino,elnino
1915,6,1.1,6.6,neutral,elnino,elnino,elnino
1915,7,0.07,14,lanina,neutral,lanina,lanina
1915,8,0.05,7.2,lanina,neutral,lanina,lanina
1915,9,0.17,7.5,lanina,neutral,lanina,lanina
1915,10,0.24,2.4,neutral,neutral,neutral,neutral
1915,11,-0.15,-14.6,elnino,neutral,elnino,elnino
1915,12,-0.23,9.8,lanina,neutral,lanina,lanina
1916,1,-0.12,5.6,neutral,neutral,neutral,neutral
1916,2,-0.61,-3.6,neutral,lanina,lanina,lanina
1916,3,-0.54,-6.3,neutral,lanina,lanina,lanina
1916,4,-0.63,-0.5,neutral,lanina,lanina,lanina
1916,5,-0.23,6.8,neutral,neutral,neutral,neutral
1916,6,-0.36,9.1,lanina,neutral,lanina,lanina
1916,7,-1.11,25.7,lanina,lanina,lanina,lanina
1916,8,-1.48,16.2,lanina,lanina,lanina,lanina
1916,9,-1.36,4.5,neutral,lanina,lanina,lanina
1916,10,-1.36,6.1,neutral,lanina,lanina,lanina
1916,11,-1.72,9.8,lanina,lanina,lanina,lanina
1916,12,-1.64,15.4,lanina,lanina,lanina,lanina
1917,1,-1.56,5.1,neutral,lanina,lanina,lanina
1917,2,-1.2,10,lanina,lanina,lanina,lanina
1917,3,-0.64,18.1,lanina,lanina,lanina,lanina
1917,4,-0.29,21.8,lanina,neutral,lanina,lanina
1917,5,-0.3,21.8,lanina,neutral,lanina,lanina
1917,6,-0.04,21.2,lanina,neutral,lanina,lanina
1917,7,-0.05,28.3,lanina,neutral,lanina,lanina
1917,8,0.15,34.8,lanina,neutral,lanina,lanina
1917,9,-0.03,29.7,lanina,neutral,lanina,lanina
1917,10,0.04,15.2,lanina,neutral,lanina,lanina
1917,11,-0.43,21,lanina,neutral,lanina,lanina
1917,12,-0.72,22.5,lanina,lanina,lanina,lanina
1918,1,-0.84,14.6,lanina,lanina,lanina,lanina
1918,2,-0.82,16.6,lanina,lanina,lanina,lanina
1918,3,-0.96,-2,neutral,lanina,lanina,lanina
1918,4,-0.56,16.8,lanina,lanina,lanina,lanina
1918,5,-0.17,10,lanina,neutral,lanina,lanina
1918,6,0.37,-4.7,neutral,neutral,neutral,neutral
1918,7,-0.07,-14.1,elnino,neutral,elnino,elnino
1918,8,0.12,-4.4,neutral,neutral,neutral,neutral
1918,9,0.41,-8.2,elnino,neutral,elnino,elnino
1918,10,0.93,-5,neutral,elnino,elnino,elnino
1918,11,1.23,1.3,neutral,elnino,elnino,elnino
1918,12,1.3,-8,elnino,elnino,elnino,elnino
1919,1,1.6,-14.9,elnino,elnino,elnino,elnino
1919,2,1.24,-11.2,elnino,elnino,elnino,elnino
1919,3,0.9,-12.8,elnino,elnino,elnino,elnino
1919,4,0.69,-3,neutral,elnino,elnino,elnino
1919,5,0.63,-7.4,elnino,elnino,elnino,elnino
1919,6,0.61,-10.4,elnino,elnino,elnino,elnino
1919,7,0.4,-8.9,elnino,neutral,elnino,elnino
1919,8,0.62,-6.9,neutral,elnino,elnino,elnino
1919,9,0.5,-5.8,neutral,elnino,elnino,elnino
1919,10,0.13,-10.5,elnino,neutral,elnino,elnino
1919,11,-0.37,-11.3,elnino,neutral,elnino,elnino
1919,12,0.34,-9.1,elnino,neutral,elnino,elnino
1920,1,0.64,1.8,neutral,elnino,elnino,elnino
1920,2,0.6,-1.7,neutral,elnino,elnino,elnino
1920,3,0.53,-4.1,neutral,elnino,elnino,elnino
1920,4,-0.16,0.3,neutral,neutral,neutral,neutral
1920,5,-0.21,-2.7,neutral,neutral,neutral,neutral
1920,6,0.29,6.6,neutral,neutral,neutral,neutral
1920,7,0.15,9.4,lanina,neutral,lanina,lanina
1920,8,0.13,5.3,neutral,neutral,neutral,neutral
1920,9,0.27,5.1,neutral,neutral,neutral,neutral
1920,10,0.48,-4.3,neutral,neutral,neutral,neutral
1920,11,-0.08,-0.1,neutral,neutral,neutral,neutral
1920,12,-0.01,9.8,lanina,neutral,lanina,lanina
1921,1,0.43,10.8,lanina,neutral,lanina,lanina
1921,2,-0.52,6.7,neutral,lanina,lanina,lanina
1921,3,-1.42,8.9,lanina,lanina,lanina,lanina
1921,4,-0.55,-7.1,elnino,lanina,disagree,disagree
1921,5,-0.92,2.1,neutral,lanina,lanina,lanina
1921,6,-0.21,22,lanina,neutral,lanina,lanina
1921,7,-0.27,2.9,neutral,neutral,neutral,neutral
1921,8,-0.29,-6.9,neutral,neutral,neutral,neutral
1921,9,-0.17,5.1,neutral,neutral,neutral,neutral
1921,10,0.04,9.7,lanina,neutral,lanina,lanina
1921,11,-1.03,8.5,lanina,lanina,lanina,lanina
1921,12,-0.5,8.2,lanina,lanina,lanina,lanina
1922,1,-0.54,8,lanina,lanina,lanina,lanina
1922,2,-0.07,9.1,lanina,neutral,lanina,lanina
1922,3,0.08,5.6,neutral,neutral,neutral,neutral
1922,4,-0.54,-5.5,neutral,lanina,lanina,lanina
1922,5,0.22,-5.1,neutral,neutral,neutral,neutral
1922,6,-0.44,5.8,neutral,neutral,neutral,neutral
1922,7,-0.44,2.2,neutral,neutral,neutral,neutral
1922,8,-0.78,-1.2,neutral,lanina,lanina,lanina
1922,9,-0.38,5.1,neutral,neutral,neutral,neutral
1922,10,-0.26,6.1,neutral,neutral,neutral,neutral
1922,11,-0.31,8.5,lanina,neutral,lanina,lanina
1922,12,-0.53,11.8,lanina,lanina,lanina,lanina
1923,1,-0.41,5.6,neutral,neutral,neutral,neutral
1923,2,-0.76,4.4,neutral,lanina,lanina,lanina
1923,3,-0.85,8.9,lanina,lanina,lanina,lanina
1923,4,-0.55,8.6,lanina,lanina,lanina,lanina
1923,5,-0.25,2.1,neutral,neutral,neutral,neutral
1923,6,-0.15,1,neutral,neutral,neutral,neutral
1923,7,-0.2,-11.5,elnino,neutral,elnino,elnino
1923,8,0.2,-18.5,elnino,neutral,elnino,elnino
1923,9,0.64,-14.8,elnino,elnino,elnino,elnino
1923,10,0.79,-6.2,neutral,elnino,elnino,elnino
1923,11,0.87,-12.6,elnino,elnino,elnino,elnino
1923,12,1.02,2.1,neutral,elnino,elnino,elnino
1924,1,0.46,-5.4,neutral,neutral,neutral,neutral
1924,2,0.63,1.1,neutral,elnino,elnino,elnino
1924,3,0.39,2.4,neutral,neutral,neutral,neutral
1924,4,-0.02,-15.4,elnino,neutral,elnino,elnino
1924,5,-0.85,11.5,lanina,lanina,lanina,lanina
1924,6,-0.67,8.3,lanina,lanina,lanina,lanina
1924,7,-0.98,7.4,lanina,lanina,lanina,lanina
1924,8,-0.78,10.4,lanina,lanina,lanina,lanina
1924,9,-0.86,8.1,lanina,lanina,lanina,lanina
1924,10,-0.46,7.9,lanina,neutral,lanina,lanina
1924,11,-1.09,11.8,lanina,lanina,lanina,lanina
1924,12,-0.66,5.2,neutral,lanina,lanina,lanina
1925,1,-1.03,5.6,neutral,lanina,lanina,lanina
1925,2,-0.47,13.8,lanina,neutral,lanina,lanina
1925,3,-0.53,14.9,lanina,lanina,lanina,lanina
1925,4,-0.52,14.4,lanina,lanina,lanina,lanina
1925,5,-0.4,-1.1,neutral,neutral,neutral,neutral
1925,6,-0.18,-4.7,neutral,neutral,neutral,neutral
1925,7,0.5,-13.4,elnino,elnino,elnino,elnino
1925,8,0.68,-10.8,elnino,elnino,elnino,elnino
1925,9,0.77,-6.4,neutral,elnino,elnino,elnino
1925,10,0.85,-12.9,elnino,elnino,elnino,elnino
1925,11,1,-9.3,elnino,elnino,elnino,elnino
1925,12,1.6,-7,elnino,elnino,elnino,elnino
1926,1,1.52,-5.4,neutral,elnino,elnino,elnino
1926,2,1.29,-14.5,elnino,elnino,elnino,elnino
1926,3,1.19,-13.3,elnino,elnino,elnino,elnino
1926,4,1.01,-7.1,elnino,elnino,elnino,elnino
1926,5,0.83,-2.7,neutral,elnino,elnino,elnino
1926,6,0.61,-7.1,elnino,elnino,elnino,elnino
1926,7,0.63,-1,neutral,elnino,elnino,elnino
1926,8,0.15,-7.6,elnino,neutral,elnino,elnino
1926,9,-0.07,1.4,neutral,neutral,neutral,neutral
1926,10,-0.39,4.2,neutral,neutral,neutral,neutral
1926,11,-0.27,1.3,neutral,neutral,neutral,neutral
1926,12,-0.23,6.2,neutral,neutral,neutral,neutral
1927,1,0.1,5.1,neutral,neutral,neutral,neutral
1927,2,0.23,1.1,neutral,neutral,neutral,neutral
1927,3,-0.18,18.1,lanina,neutral,lanina,lanina
1927,4,-0.27,6.9,neutral,neutral,neutral,neutral
1927,5,-0.59,6,neutral,lanina,lanina,lanina
1927,6,-0.15,8.3,lanina,neutral,lanina,lanina
1927,7,-0.31,6.1,neutral,neutral,neutral,neutral
1927,8,-0.09,-5,neutral,neutral,neutral,neutral
1927,9,-0.16,-0.4,neutral,neutral,neutral,neutral
1927,10,0.27,-4.3,neutral,neutral,neutral,neutral
1927,11,-0.04,-8,elnino,neutral,elnino,elnino
1927,12,0.25,7.7,lanina,neutral,lanina,lanina
1928,1,0.47,-10.1,elnino,neutral,elnino,elnino
1928,2,0.21,10.5,lanina,neutral,lanina,lanina
1928,3,-0.24,13.8,lanina,neutral,lanina,lanina
1928,4,-0.22,11.9,lanina,neutral,lanina,lanina
1928,5,-0.04,-2.7,neutral,neutral,neutral,neutral
1928,6,-0.26,-7.9,elnino,neutral,elnino,elnino
1928,7,0.02,-0.4,neutral,neutral,neutral,neutral
1928,8,-0.28,9.8,lanina,neutral,lanina,lanina
1928,9,-0.13,8.1,lanina,neutral,lanina,lanina
1928,10,-0.12,9.1,lanina,neutral,lanina,lanina
1928,11,-0.17,2.6,neutral,neutral,neutral,neutral
1928,12,-0.03,11.8,lanina,neutral,lanina,lanina
1929,1,-0.15,16,lanina,neutral,lanina,lanina
1929,2,-0.08,18,lanina,neutral,lanina,lanina
1929,3,-0.15,5.1,neutral,neutral,neutral,neutral
1929,4,-0.15,4.5,neutral,neutral,neutral,neutral
1929,5,-0.17,-12.2,elnino,neutral,elnino,elnino
1929,6,0.13,1,neutral,neutral,neutral,neutral
1929,7,-0.02,1.6,neutral,neutral,neutral,neutral
1929,8,0.1,0.1,neutral,neutral,neutral,neutral
1929,9,0.3,-0.4,neutral,neutral,neutral,neutral
1929,10,0.4,7.9,lanina,neutral,lanina,lanina
1929,11,0.18,11.1,lanina,neutral,lanina,lanina
1929,12,0.63,5.7,neutral,elnino,elnino,elnino
1930,1,0.35,12.7,lanina,neutral,lanina,lanina
1930,2,0.39,7.7,lanina,neutral,lanina,lanina
1930,3,0.29,1.8,neutral,neutral,neutral,neutral
1930,4,0.41,-3.8,neutral,neutral,neutral,neutral
1930,5,-0.04,2.1,neutral,neutral,neutral,neutral
1930,6,0.27,-5.5,neutral,neutral,neutral,neutral
1930,7,0.64,-4.3,neutral,elnino,elnino,elnino
1930,8,0.68,-1.8,neutral,elnino,elnino,elnino
1930,9,1.28,-7,elnino,elnino,elnino,elnino
1930,10,1.14,3.6,neutral,elnino,elnino,elnino
1930,11,1.79,1.9,neutral,elnino,elnino,elnino
1930,12,1.41,-1.4,neutral,elnino,elnino,elnino
1931,1,1.49,7,lanina,elnino,disagree,disagree
1931,2,1.33,-14.9,elnino,elnino,elnino,elnino
1931,3,1.18,5.6,neutral,elnino,elnino,elnino
1931,4,0.96,8.6,lanina,elnino,disagree,disagree
1931,5,0.63,13.1,lanina,elnino,disagree,disagree
1931,6,0.48,18.8,lanina,neutral,lanina,lanina
1931,7,0.4,9.4,lanina,neutral,lanina,lanina
