year,month,nino34,soi,phase_soi,phase_nino34,phase_either,phase_both
1992,9,-0.14,0.8,neutral,neutral,neutral,neutral
1992,10,-0.35,-17.2,elnino,neutral,elnino,elnino
1992,11,-0.14,-7.3,elnino,neutral,elnino,elnino
1992,12,0.04,-5.5,neutral,neutral,neutral,neutral
1993,1,0.28,-8.2,elnino,neutral,elnino,elnino
1993,2,0.42,-7.9,elnino,neutral,elnino,elnino
1993,3,0.47,-8.5,elnino,neutral,elnino,elnino
1993,4,0.92,-21.1,elnino,elnino,elnino,elnino
1993,5,0.93,-8.2,elnino,elnino,elnino,elnino
1993,6,0.64,-16,elnino,elnino,elnino,elnino
1993,7,0.33,-10.8,elnino,neutral,elnino,elnino
1993,8,0.16,-14,elnino,neutral,elnino,elnino
1993,9,0.26,-7.6,elnino,neutral,elnino,elnino
1993,10,0.36,-13.5,elnino,neutral,elnino,elnino
1993,11,0.28,0.6,neutral,neutral,neutral,neutral
1993,12,0.19,1.6,neutral,neutral,neutral,neutral
1994,1,0.03,-1.6,neutral,neutral,neutral,neutral
1994,2,-0.16,0.6,neutral,neutral,neutral,neutral
1994,3,-0.06,-10.6,elnino,neutral,elnino,elnino
1994,4,0.03,-22.8,elnino,neutral,elnino,elnino
1994,5,0.14,-13,elnino,neutral,elnino,elnino
1994,6,0.27,-10.4,elnino,neutral,elnino,elnino
1994,7,0.16,-18,elnino,neutral,elnino,elnino
1994,8,0.52,-17.2,elnino,elnino,elnino,elnino
1994,9,0.4,-17.2,elnino,neutral,elnino,elnino
1994,10,0.9,-14.1,elnino,elnino,elnino,elnino
1994,11,1.14,-7.3,elnino,elnino,elnino,elnino
1994,12,1.21,-11.6,elnino,elnino,elnino,elnino
1995,1,1.1,-4,neutral,elnino,elnino,elnino
1995,2,0.87,-2.7,neutral,elnino,elnino,elnino
1995,3,0.49,3.5,neutral,neutral,neutral,neutral
1995,4,0.27,-16.2,elnino,neutral,elnino,elnino
1995,5,0.03,-9,elnino,neutral,elnino,elnino
1995,6,0.08,-1.5,neutral,neutral,neutral,neutral
1995,7,0.03,4.2,neutral,neutral,neutral,neutral
1995,8,-0.38,0.8,neutral,neutral,neutral,neutral
1995,9,-0.57,3.2,neutral,lanina,lanina,lanina
1995,10,-0.72,-1.3,neutral,lanina,lanina,lanina
1995,11,-0.78,1.3,neutral,lanina,lanina,lanina
1995,12,-0.72,-5.5,neutral,lanina,lanina,lanina
1996,1,-0.65,8.4,lanina,lanina,lanina,lanina
1996,2,-0.66,1.1,neutral,lanina,lanina,lanina
1996,3,-0.48,6.2,neutral,neutral,neutral,neutral
1996,4,-0.34,7.8,lanina,neutral,lanina,lanina
1996,5,-0.4,1.3,neutral,neutral,neutral,neutral
1996,6,-0.12,13.9,lanina,neutral,lanina,lanina
1996,7,-0.14,6.8,neutral,neutral,neutral,neutral
1996,8,-0.3,4.6,neutral,neutral,neutral,neutral
1996,9,-0.34,6.9,neutral,neutral,neutral,neutral
1996,10,-0.28,4.2,neutral,neutral,neutral,neutral
1996,11,-0.3,-0.1,neutral,neutral,neutral,neutral
1996,12,-0.43,7.2,lanina,neutral,lanina,lanina
1997,1,-0.43,4.1,neutral,neutral,neutral,neutral
1997,2,-0.24,13.3,lanina,neutral,lanina,lanina
1997,3,-0.06,-8.5,elnino,neutral,elnino,elnino
1997,4,0.34,-16.2,elnino,neutral,elnino,elnino
1997,5,0.87,-22.4,elnino,elnino,elnino,elnino
1997,6,1.15,-24.1,elnino,elnino,elnino,elnino
1997,7,1.6,-9.5,elnino,elnino,elnino,elnino
1997,8,1.94,-19.8,elnino,elnino,elnino,elnino
1997,9,2.1,-14.8,elnino,elnino,elnino,elnino
1997,10,2.29,-17.8,elnino,elnino,elnino,elnino
1997,11,2.42,-15.2,elnino,elnino,elnino,elnino
1997,12,2.3,-9.1,elnino,elnino,elnino,elnino
1998,1,2.42,-23.5,elnino,elnino,elnino,elnino
1998,2,2.08,-19.2,elnino,elnino,elnino,elnino
1998,3,1.49,-28.5,elnino,elnino,elnino,elnino
1998,4,0.9,-24.4,elnino,elnino,elnino,elnino
1998,5,0.68,0.5,neutral,elnino,elnino,elnino
1998,6,-0.39,9.9,lanina,neutral,lanina,lanina
1998,7,-0.73,14.6,lanina,lanina,lanina,lanina
1998,8,-0.83,9.8,lanina,lanina,lanina,lanina
1998,9,-0.82,11.1,lanina,lanina,lanina,lanina
1998,10,-1.19,10.9,lanina,lanina,lanina,lanina
1998,11,-1.23,12.5,lanina,lanina,lanina,lanina
1998,12,-1.51,13.3,lanina,lanina,lanina,lanina
1999,1,-1.53,15.6,lanina,lanina,lanina,lanina
1999,2,-1.41,8.6,lanina,lanina,lanina,lanina
1999,3,-0.92,8.9,lanina,lanina,lanina,lanina
1999,4,-0.81,18.5,lanina,lanina,lanina,lanina
1999,5,-0.87,1.3,neutral,lanina,lanina,lanina
1999,6,-0.95,1,neutral,lanina,lanina,lanina
1999,7,-0.84,4.8,neutral,lanina,lanina,lanina
1999,8,-0.98,2.1,neutral,lanina,lanina,lanina
1999,9,-0.84,-0.4,neutral,lanina,lanina,lanina
1999,10,-1.03,9.1,lanina,lanina,lanina,lanina
1999,11,-1.41,13.1,lanina,lanina,lanina,lanina
1999,12,-1.54,12.8,lanina,lanina,lanina,lanina
2000,1,-1.79,5.1,neutral,lanina,lanina,lanina
2000,2,-1.53,12.9,lanina,lanina,lanina,lanina
2000,3,-1.26,9.4,lanina,lanina,lanina,lanina
2000,4,-0.8,16.8,lanina,lanina,lanina,lanina
2000,5,-0.8,3.6,neutral,lanina,lanina,lanina
2000,6,-0.75,-5.5,neutral,lanina,lanina,lanina
2000,7,-0.57,-3.7,neutral,lanina,lanina,lanina
2000,8,-0.36,5.3,neutral,neutral,neutral,neutral
2000,9,-0.39,9.9,lanina,neutral,lanina,lanina
2000,10,-0.55,9.7,lanina,lanina,lanina,lanina
2000,11,-0.75,22.4,lanina,lanina,lanina,lanina
2000,12,-0.92,7.7,lanina,lanina,lanina,lanina
2001,1,-0.88,8.4,lanina,lanina,lanina,lanina
2001,2,-0.63,11.9,lanina,lanina,lanina,lanina
2001,3,-0.48,6.7,neutral,neutral,neutral,neutral
2001,4,-0.3,0.3,neutral,neutral,neutral,neutral
2001,5,-0.3,-9,elnino,neutral,elnino,elnino
2001,6,-0.11,1.8,neutral,neutral,neutral,neutral
2001,7,0.01,-3.7,neutral,neutral,neutral,neutral
2001,8,-0.07,-8.2,elnino,neutral,elnino,elnino
2001,9,-0.28,1.4,neutral,neutral,neutral,neutral
2001,10,-0.26,-1.9,neutral,neutral,neutral,neutral
2001,11,-0.28,7.2,lanina,neutral,lanina,lanina
2001,12,-0.46,-9.1,elnino,neutral,elnino,elnino
2002,1,-0.14,2.7,neutral,neutral,neutral,neutral
2002,2,0,7.7,lanina,neutral,lanina,lanina
2002,3,0.11,-5.2,neutral,neutral,neutral,neutral
2002,4,0.14,-3.8,neutral,neutral,neutral,neutral
2002,5,0.21,-14.5,elnino,neutral,elnino,elnino
2002,6,0.68,-6.3,neutral,elnino,elnino,elnino
2002,7,0.57,-7.6,elnino,elnino,elnino,elnino
2002,8,0.7,-14.6,elnino,elnino,elnino,elnino
2002,9,0.82,-8.2,elnino,elnino,elnino,elnino
2002,10,1.16,-7.4,elnino,elnino,elnino,elnino
2002,11,1.41,-6,neutral,elnino,elnino,elnino
2002,12,1.41,-10.6,elnino,elnino,elnino,elnino
2003,1,0.98,-2,neutral,elnino,elnino,elnino
2003,2,0.64,-7.4,elnino,elnino,elnino,elnino
2003,3,0.48,-6.8,neutral,neutral,neutral,neutral
2003,4,-0.03,-5.5,neutral,neutral,neutral,neutral
2003,5,-0.52,-7.4,elnino,lanina,disagree,disagree
2003,6,-0.19,-12,elnino,neutral,elnino,elnino
2003,7,0.14,2.9,neutral,neutral,neutral,neutral
2003,8,0.05,-1.8,neutral,neutral,neutral,neutral
2003,9,0.15,-2.2,neutral,neutral,neutral,neutral
2003,10,0.46,-1.9,neutral,neutral,neutral,neutral
2003,11,0.39,-3.4,neutral,neutral,neutral,neutral
2003,12,0.32,9.3,lanina,neutral,lanina,lanina
2004,1,0.26,-11.6,elnino,neutral,elnino,elnino
2004,2,0.17,9.1,lanina,neutral,lanina,lanina
2004,3,-0.1,0.2,neutral,neutral,neutral,neutral
2004,4,0.06,-15.4,elnino,neutral,elnino,elnino
2004,5,0.1,13.1,lanina,neutral,lanina,lanina
2004,6,0.14,-15.2,elnino,neutral,elnino,elnino
2004,7,0.41,-6.9,neutral,neutral,neutral,neutral
2004,8,0.66,-7.6,elnino,elnino,elnino,elnino
2004,9,0.67,-2.8,neutral,elnino,elnino,elnino
2004,10,0.73,-3.7,neutral,elnino,elnino,elnino
2004,11,0.62,-8.6,elnino,elnino,elnino,elnino
2004,12,0.71,-8,elnino,elnino,elnino,elnino
2005,1,0.56,1.8,neutral,elnino,elnino,elnino
2005,2,0.26,-28.6,elnino,neutral,elnino,elnino
2005,3,0.28,0.2,neutral,neutral,neutral,neutral
2005,4,0.28,-11.2,elnino,neutral,elnino,elnino
2005,5,0.3,-14.5,elnino,neutral,elnino,elnino
2005,6,0.22,2.6,neutral,neutral,neutral,neutral
2005,7,-0.01,0.9,neutral,neutral,neutral,neutral
2005,8,-0.04,-6.9,neutral,neutral,neutral,neutral
2005,9,-0.08,3.9,neutral,neutral,neutral,neutral
2005,10,-0.15,10.9,lanina,neutral,lanina,lanina
2005,11,-0.44,-2,neutral,neutral,neutral,neutral
2005,12,-0.75,0.1,neutral,lanina,lanina,lanina
2006,1,-0.98,12.7,lanina,lanina,lanina,lanina
2006,2,-0.71,0.1,neutral,lanina,lanina,lanina
2006,3,-0.73,13.8,lanina,lanina,lanina,lanina
2006,4,-0.3,14.4,lanina,neutral,lanina,lanina
2006,5,-0.11,-9.8,elnino,neutral,elnino,elnino
2006,6,0.09,-6.3,neutral,neutral,neutral,neutral
2006,7,0.03,-7.6,elnino,neutral,elnino,elnino
2006,8,0.37,-15.9,elnino,neutral,elnino,elnino
2006,9,0.63,-5.8,neutral,elnino,elnino,elnino
2006,10,0.76,-16,elnino,elnino,elnino,elnino
2006,11,0.98,-1.4,neutral,elnino,elnino,elnino
2006,12,1.1,-3.5,neutral,elnino,elnino,elnino
2007,1,0.59,-7.8,elnino,elnino,elnino,elnino
2007,2,0.12,-2.7,neutral,neutral,neutral,neutral
2007,3,-0.15,-1.4,neutral,neutral,neutral,neutral
2007,4,-0.16,-3,neutral,neutral,neutral,neutral
2007,5,-0.39,-2.7,neutral,neutral,neutral,neutral
2007,6,-0.16,5,neutral,neutral,neutral,neutral
2007,7,-0.37,-5,neutral,neutral,neutral,neutral
2007,8,-0.57,2.7,neutral,lanina,lanina,lanina
2007,9,-1.04,1.4,neutral,lanina,lanina,lanina
2007,10,-1.4,5.4,neutral,lanina,lanina,lanina
2007,11,-1.58,9.2,lanina,lanina,lanina,lanina
2007,12,-1.61,14.4,lanina,lanina,lanina,lanina
2008,1,-1.79,14.1,lanina,lanina,lanina,lanina
2008,2,-1.7,21.3,lanina,lanina,lanina,lanina
2008,3,-1.17,12.2,lanina,lanina,lanina,lanina
2008,4,-0.89,4.5,neutral,lanina,lanina,lanina
2008,5,-0.64,-3.5,neutral,lanina,lanina,lanina
2008,6,-0.44,4.2,neutral,neutral,neutral,neutral
2008,7,-0.04,2.2,neutral,neutral,neutral,neutral
2008,8,-0.04,9.1,lanina,neutral,lanina,lanina
2008,9,-0.28,13.5,lanina,neutral,lanina,lanina
2008,10,-0.3,13.4,lanina,neutral,lanina,lanina
2008,11,-0.37,17.1,lanina,neutral,lanina,lanina
2008,12,-0.9,13.3,lanina,lanina,lanina,lanina
2009,1,-1,9.4,lanina,lanina,lanina,lanina
2009,2,-0.71,14.8,lanina,lanina,lanina,lanina
2009,3,-0.72,0.2,neutral,lanina,lanina,lanina
2009,4,-0.25,8.6,lanina,neutral,lanina,lanina
2009,5,0.17,-7.4,elnino,neutral,elnino,elnino
2009,6,0.49,-2.3,neutral,neutral,neutral,neutral
2009,7,0.69,1.6,neutral,elnino,elnino,elnino
2009,8,0.62,-5,neutral,elnino,elnino,elnino
2009,9,0.68,3.9,neutral,elnino,elnino,elnino
2009,10,0.96,-14.7,elnino,elnino,elnino,elnino
2009,11,1.49,-6,neutral,elnino,elnino,elnino
2009,12,1.81,-7,elnino,elnino,elnino,elnino
2010,1,1.43,-10.1,elnino,elnino,elnino,elnino
2010,2,1.18,-14.5,elnino,elnino,elnino,elnino
2010,3,1.07,-10.6,elnino,elnino,elnino,elnino
2010,4,0.56,15.2,lanina,elnino,disagree,disagree
2010,5,-0.15,10,lanina,neutral,lanina,lanina
2010,6,-0.62,1.8,neutral,lanina,lanina,lanina
2010,7,-0.89,20.5,lanina,lanina,lanina,lanina
2010,8,-1.33,18.8,lanina,lanina,lanina,lanina
2010,9,-1.56,24.9,lanina,lanina,lanina,lanina
2010,10,-1.65,18.3,lanina,lanina,lanina,lanina
2010,11,-1.57,16.4,lanina,lanina,lanina,lanina
2010,12,-1.63,27.1,lanina,lanina,lanina,lanina
2011,1,-1.7,19.9,lanina,lanina,lanina,lanina
2011,2,-1.26,22.3,lanina,lanina,lanina,lanina
2011,3,-0.98,21.4,lanina,lanina,lanina,lanina
2011,4,-0.74,25.1,lanina,lanina,lanina,lanina
2011,5,-0.53,2.1,neutral,lanina,lanina,lanina
2011,6,-0.25,0.2,neutral,neutral,neutral,neutral
2011,7,-0.23,10.7,lanina,neutral,lanina,lanina
2011,8,-0.66,2.1,neutral,lanina,lanina,lanina
2011,9,-0.76,11.7,lanina,lanina,lanina,lanina
2011,10,-0.93,7.3,lanina,lanina,lanina,lanina
2011,11,-1.09,13.8,lanina,lanina,lanina,lanina
2011,12,-1.05,23,lanina,lanina,lanina,lanina
2012,1,-0.93,9.4,lanina,lanina,lanina,lanina
2012,2,-0.61,2.5,neutral,lanina,lanina,lanina
2012,3,-0.48,2.9,neutral,neutral,neutral,neutral
2012,4,-0.29,-7.1,elnino,neutral,elnino,elnino
2012,5,-0.18,-2.7,neutral,neutral,neutral,neutral
2012,6,0.14,-10.4,elnino,neutral,elnino,elnino
2012,7,0.44,-1.7,neutral,neutral,neutral,neutral
2012,8,0.66,-5,neutral,elnino,elnino,elnino
2012,9,0.44,2.6,neutral,neutral,neutral,neutral
2012,10,0.23,2.4,neutral,neutral,neutral,neutral
2012,11,0.33,3.9,neutral,neutral,neutral,neutral
2012,12,-0.13,-6,neutral,neutral,neutral,neutral
2013,1,-0.42,-1.1,neutral,neutral,neutral,neutral
2013,2,-0.4,-3.6,neutral,neutral,neutral,neutral
2013,3,-0.14,10.5,lanina,neutral,lanina,lanina
2013,4,-0.08,0.3,neutral,neutral,neutral,neutral
2013,5,-0.28,8.4,lanina,neutral,lanina,lanina
2013,6,-0.33,13.9,lanina,neutral,lanina,lanina
2013,7,-0.28,8.1,lanina,neutral,lanina,lanina
2013,8,-0.29,-0.5,neutral,neutral,neutral,neutral
2013,9,-0.09,3.9,neutral,neutral,neutral,neutral
2013,10,-0.24,-1.9,neutral,neutral,neutral,neutral
2013,11,-0.02,9.2,lanina,neutral,lanina,lanina
2013,12,-0.09,0.6,neutral,neutral,neutral,neutral
2014,1,-0.42,12.2,lanina,neutral,lanina,lanina
2014,2,-0.45,-1.3,neutral,neutral,neutral,neutral
2014,3,-0.07,-13.3,elnino,neutral,elnino,elnino
2014,4,0.28,8.6,lanina,neutral,lanina,lanina
2014,5,0.45,4.4,neutral,neutral,neutral,neutral
2014,6,0.48,-1.5,neutral,neutral,neutral,neutral
2014,7,0.13,-3,neutral,neutral,neutral,neutral
2014,8,0.14,-11.4,elnino,neutral,elnino,elnino
2014,9,0.37,-7.6,elnino,neutral,elnino,elnino
2014,10,0.48,-8,elnino,neutral,elnino,elnino
2014,11,0.89,-10,elnino,elnino,elnino,elnino
2014,12,0.77,-5.5,neutral,elnino,elnino,elnino
2015,1,0.59,-7.8,elnino,elnino,elnino,elnino
2015,2,0.57,0.6,neutral,elnino,elnino,elnino
2015,3,0.48,-11.2,elnino,neutral,elnino,elnino
2015,4,0.9,-3.8,neutral,elnino,elnino,elnino
2015,5,1.04,-13.7,elnino,elnino,elnino,elnino
2015,6,1.28,-12,elnino,elnino,elnino,elnino
2015,7,1.56,-14.7,elnino,elnino,elnino,elnino
2015,8,1.87,-19.8,elnino,elnino,elnino,elnino
2015,9,2.01,-17.8,elnino,elnino,elnino,elnino
2015,10,2.21,-20.2,elnino,elnino,elnino,elnino
2015,11,2.57,-5.3,neutral,elnino,elnino,elnino
2015,12,2.56,-9.1,elnino,elnino,elnino,elnino
2016,1,2.56,-19.7,elnino,elnino,elnino,elnino
2016,2,2.11,-19.7,elnino,elnino,elnino,elnino
2016,3,1.6,-4.7,neutral,elnino,elnino,elnino
2016,4,1.05,-22,elnino,elnino,elnino,elnino
2016,5,0.45,2.8,neutral,neutral,neutral,neutral
2016,6,0.06,5.8,neutral,neutral,neutral,neutral
2016,7,-0.25,4.2,neutral,neutral,neutral,neutral
2016,8,-0.48,5.3,neutral,neutral,neutral,neutral
2016,9,-0.46,13.5,lanina,neutral,lanina,lanina
2016,10,-0.75,-4.3,neutral,lanina,lanina,lanina
2016,11,-0.63,-0.7,neutral,lanina,lanina,lanina
2016,12,-0.51,2.6,neutral,lanina,lanina,lanina
2017,1,-0.34,1.3,neutral,neutral,neutral,neutral
2017,2,-0.01,-2.2,neutral,neutral,neutral,neutral
2017,3,-0.09,5.1,neutral,neutral,neutral,neutral
2017,4,0.22,-6.3,neutral,neutral,neutral,neutral
2017,5,0.3,0.5,neutral,neutral,neutral,neutral
2017,6,0.22,-10.4,elnino,neutral,elnino,elnino
2017,7,0.22,8.1,lanina,neutral,lanina,lanina
2017,8,-0.18,3.3,neutral,neutral,neutral,neutral
2017,9,-0.56,6.9,neutral,lanina,lanina,lanina
2017,10,-0.52,9.1,lanina,lanina,lanina,lanina
2017,11,-0.84,11.8,lanina,lanina,lanina,lanina
2017,12,-0.85,-1.4,neutral,lanina,lanina,lanina
2018,1,-0.86,8.9,lanina,lanina,lanina,lanina
2018,2,-0.73,-6,neutral,lanina,lanina,lanina
2018,3,-0.73,10.5,lanina,lanina,lanina,lanina
2018,4,-0.36,4.5,neutral,neutral,neutral,neutral
2018,5,-0.12,2.1,neutral,neutral,neutral,neutral
2018,6,0.12,-5.5,neutral,neutral,neutral,neutral
2018,7,0.27,1.6,neutral,neutral,neutral,neutral
2018,8,0.05,-6.9,neutral,neutral,neutral,neutral
2018,9,0.3,-10,elnino,neutral,elnino,elnino
2018,10,0.84,3,neutral,elnino,elnino,elnino
2018,11,1,-0.1,neutral,elnino,elnino,elnino
2018,12,0.97,9.3,lanina,elnino,disagree,disagree
2019,1,0.51,-0.6,neutral,elnino,elnino,elnino
2019,2,0.62,-13.5,elnino,elnino,elnino,elnino
2019,3,0.81,-6.8,neutral,elnino,elnino,elnino
2019,4,0.67,-1.3,neutral,elnino,elnino,elnino
2019,5,0.61,-9,elnino,elnino,elnino,elnino
2019,6,0.66,-10.4,elnino,elnino,elnino,elnino
2019,7,0.41,-5.6,neutral,neutral,neutral,neutral
2019,8,0.19,-4.4,neutral,neutral,neutral,neutral
2019,9,0.11,-12.4,elnino,neutral,elnino,elnino
2019,10,0.55,-5.6,neutral,elnino,elnino,elnino
2019,11,0.74,-9.3,elnino,elnino,elnino,elnino
2019,12,0.51,-5.5,neutral,elnino,elnino,elnino
2020,1,0.64,1.3,neutral,elnino,elnino,elnino
2020,2,0.48,-2.2,neutral,neutral,neutral,neutral
2020,3,0.36,-5.2,neutral,neutral,neutral,neutral
2020,4,0.49,-0.5,neutral,neutral,neutral,neutral
2020,5,-0.12,2.8,neutral,neutral,neutral,neutral
2020,6,-0.21,-9.6,elnino,neutral,elnino,elnino
2020,7,-0.04,4.2,neutral,neutral,neutral,neutral
2020,8,-0.42,9.8,lanina,neutral,lanina,lanina
2020,9,-0.66,10.5,lanina,lanina,lanina,lanina
2020,10,-1.19,4.2,neutral,lanina,lanina,lanina
2020,11,-1.01,9.2,lanina,lanina,lanina,lanina
2020,12,-0.98,16.9,lanina,lanina,lanina,lanina
2021,1,-1.04,16.5,lanina,lanina,lanina,lanina
2021,2,-0.94,11.5,lanina,lanina,lanina,lanina
2021,3,-0.72,-0.3,neutral,lanina,lanina,lanina
2021,4,-0.55,2,neutral,lanina,lanina,lanina
2021,5,-0.41,3.6,neutral,neutral,neutral,neutral
2021,6,-0.06,2.6,neutral,neutral,neutral,neutral
2021,7,-0.2,15.9,lanina,neutral,lanina,lanina
2021,8,-0.38,4.6,neutral,neutral,neutral,neutral
2021,9,-0.5,9.3,lanina,lanina,lanina,lanina
2021,10,-0.78,6.7,neutral,lanina,lanina,lanina
2021,11,-0.88,12.5,lanina,lanina,lanina,lanina
2021,12,-1.07,13.8,lanina,lanina,lanina,lanina
2022,1,-0.77,4.1,neutral,lanina,lanina,lanina
2022,2,-0.68,8.2,lanina,lanina,lanina,lanina
2022,3,-0.84,13.8,lanina,lanina,lanina,lanina
2022,4,-0.9,22.6,lanina,lanina,lanina,lanina
2022,5,-1.02,17.1,lanina,lanina,lanina,lanina
2022,6,-0.77,21.2,lanina,lanina,lanina,lanina
2022,7,-0.56,8.7,lanina,lanina,lanina,lanina
2022,8,-0.96,9.1,lanina,lanina,lanina,lanina
2022,9,-1.06,18.3,lanina,lanina,lanina,lanina
2022,10,-0.99,17.7,lanina,lanina,lanina,lanina
2022,11,-0.76,4.6,neutral,lanina,lanina,lanina
2022,12,-0.86,20,lanina,lanina,lanina,lanina
2023,1,-0.78,11.8,lanina,lanina,lanina,lanina
2023,2,-0.62,10.5,lanina,lanina,lanina,lanina
2023,3,-0.13,-2,neutral,neutral,neutral,neutral
2023,4,0.24,0.3,neutral,neutral,neutral,neutral
2023,5,NA,-18.5,elnino,neutral,elnino,elnino
